type,MQ3,MQ135,TGS2600,TGS2602,TGS2603,TGS2609,TGS2610,SYG9,MQ137,MQ138,TGS2611,TGS2612,TGS2618,TGS2619,TGS2620,SY1B
1_17,867,42,530,574,450,513,185,566,263,313,225,100,220,366,494,197
1_17,867,42,530,574,450,513,183,558,263,313,225,100,220,366,489,194
1_17,868,42,530,574,450,513,183,558,267,313,225,100,220,366,489,194
1_17,868,40,530,574,450,513,183,558,267,310,225,100,220,366,489,194
1_17,868,40,526,570,450,513,183,558,267,310,223,98,220,366,489,194
1_17,868,40,526,570,439,513,183,558,267,310,223,98,211,366,489,194
1_17,868,40,526,570,439,503,183,558,267,310,223,98,211,359,489,194
1_17,868,40,526,570,439,503,184,575,267,310,223,98,211,359,488,193
1_17,896,40,526,570,439,503,184,575,268,310,223,98,211,359,488,193
1_17,896,45,526,570,439,503,184,575,268,314,223,98,211,359,488,193
1_17,896,45,532,569,439,503,184,575,268,314,231,97,211,359,488,193
1_17,896,45,532,569,460,503,184,575,268,314,231,97,223,359,488,193
1_17,896,45,532,569,460,506,184,575,268,314,231,97,223,369,488,193
1_17,896,45,532,569,460,506,195,621,268,314,231,97,223,369,492,203
1_17,937,45,532,569,460,506,195,621,271,314,231,97,223,369,492,203
1_17,937,51,532,569,460,506,195,621,271,322,231,97,223,369,492,203
1_17,937,51,536,573,460,506,195,621,271,322,240,95,223,369,492,203
1_17,937,51,536,573,495,506,195,621,271,322,240,95,235,369,492,203
1_17,937,51,536,573,495,518,195,621,271,322,240,95,235,393,492,203
1_17,937,51,536,573,495,518,210,672,271,322,240,95,235,393,503,209
1_17,983,51,536,573,495,518,210,672,282,322,240,95,235,393,503,209
1_17,983,57,536,573,495,518,210,672,282,331,240,95,235,393,503,209
1_17,983,57,548,584,495,518,210,672,282,331,256,95,235,393,503,209
1_17,983,57,548,584,548,518,210,672,282,331,256,95,248,393,503,209
1_17,983,57,548,584,548,532,210,672,282,331,256,95,248,416,503,209
1_17,983,57,548,584,548,532,228,723,282,331,256,95,248,416,519,216
1_17,1013,57,548,584,548,532,228,723,286,331,256,95,248,416,519,216
1_17,1013,56,548,584,548,532,228,723,286,335,256,95,248,416,519,216
1_17,1013,56,562,605,548,532,228,723,286,335,273,99,248,416,519,216
1_17,1013,56,562,605,611,532,228,723,286,335,273,99,265,416,519,216
1_17,1013,56,562,605,611,550,228,723,286,335,273,99,265,441,519,216
1_17,1013,56,562,605,611,550,237,778,286,335,273,99,265,441,532,231
1_17,1042,56,562,605,611,550,237,778,293,335,273,99,265,441,532,231
1_17,1042,61,562,605,611,550,237,778,293,343,273,99,265,441,532,231
1_17,1042,61,584,621,611,550,237,778,293,343,295,97,265,441,532,231
1_17,1042,61,584,621,674,550,237,778,293,343,295,97,281,441,532,231
1_17,1042,61,584,621,674,573,237,778,293,343,295,97,281,468,532,231
1_17,1042,61,584,621,674,573,251,820,293,343,295,97,281,468,555,238
1_17,1068,61,584,621,674,573,251,820,303,343,295,97,281,468,555,238
1_17,1068,58,584,621,674,573,251,820,303,345,295,97,281,468,555,238
1_17,1068,58,602,640,674,573,251,820,303,345,309,95,281,468,555,238
1_17,1068,58,602,640,727,573,251,820,303,345,309,95,292,468,555,238
1_17,1068,58,602,640,727,597,251,820,303,345,309,95,292,492,555,238
1_17,1068,58,602,640,727,597,261,873,303,345,309,95,292,492,574,257
1_17,1089,58,602,640,727,597,261,873,305,345,309,95,292,492,574,257
1_17,1089,63,602,640,727,597,261,873,305,353,309,95,292,492,574,257
1_17,1089,63,624,669,727,597,261,873,305,353,324,100,292,492,574,257
