MQ3,MQ135,TGS2600,TGS2602,TGS2603,TGS2609,TGS2610,SYG9,MQ137,MQ138,TGS2611,TGS2612,TGS2618,TGS2619,TGS2620,SY1B,type
1441,76,832,875,963,760,295,1408,341,413,366,94,317,574,792,334,9
