MQ3,MQ135,TGS2600,TGS2602,TGS2603,TGS2609,TGS2610,SYG9,MQ137,MQ138,TGS2611,TGS2612,TGS2618,TGS2619,TGS2620,SY1B,type
52,5,18,19,71,21,13,42,8,6,14,4,11,21,22,11,1_10
