339.35,187.57
339.73,187.57
340.11,187.57
340.49,235.02
340.87,262.14
341.25,221.46
341.63,178.53
342.01,225.98
342.39,271.18
342.76,280.22
343.14,348.01
343.52,327.68
343.90,420.33
344.28,287.00
344.66,372.87
345.04,519.76
345.41,388.69
345.79,431.63
346.17,454.23
346.55,449.71
346.93,463.26
347.30,458.74
347.68,621.45
348.06,465.52
348.44,542.36
348.82,580.78
349.20,616.93
349.57,537.84
349.95,723.14
350.33,596.59
350.71,506.20
351.08,585.30
351.46,621.45
351.84,560.44
352.22,619.19
352.60,589.82
352.97,598.85
353.35,646.31
353.73,607.89
354.11,569.48
354.48,648.57
354.86,594.33
355.24,635.01
355.62,650.83
355.99,603.37
356.37,571.74
356.75,564.96
357.13,628.23
357.50,578.52
357.88,655.35
358.26,596.59
358.63,644.05
359.01,610.15
359.39,601.11
359.76,612.41
360.14,675.69
360.52,650.83
360.90,677.95
361.27,607.89
361.65,603.37
362.03,601.11
362.40,589.82
362.78,585.30
363.16,603.37
363.53,571.74
363.91,700.55
364.29,664.39
364.66,569.48
365.04,578.52
365.41,653.09
365.79,567.22
366.17,583.04
366.54,585.30
366.92,537.84
367.30,664.39
367.67,684.73
368.05,585.30
368.42,603.37
368.80,583.04
369.18,603.37
369.55,603.37
369.93,625.97
370.30,655.35
370.68,797.72
371.06,596.59
371.43,657.61
371.81,619.19
372.18,603.37
372.56,614.67
372.93,675.69
373.31,612.41
373.69,677.95
374.06,621.45
374.44,544.62
374.81,546.88
375.19,517.50
375.56,578.52
375.94,639.53
376.31,580.78
376.69,607.89
377.06,680.21
377.44,619.19
377.81,542.36
378.19,592.07
378.56,589.82
378.94,562.70
379.31,594.33
379.69,614.67
380.06,583.04
380.44,585.30
380.81,580.78
381.19,632.75
381.56,585.30
381.94,585.30
382.31,619.19
382.69,587.56
383.06,646.31
383.44,594.33
383.81,549.14
384.19,607.89
384.56,546.88
384.93,592.07
385.31,686.99
385.68,596.59
386.06,614.67
386.43,594.33
386.81,686.99
387.18,657.61
387.55,551.40
387.93,644.05
388.30,583.04
388.68,585.30
389.05,601.11
389.42,583.04
389.80,594.33
390.17,639.53
390.55,580.78
390.92,705.07
391.29,605.63
391.67,567.22
392.04,562.70
392.41,546.88
392.79,585.30
393.16,601.11
393.54,589.82
393.91,542.36
394.28,616.93
394.66,632.75
395.03,560.44
395.40,580.78
395.78,614.67
396.15,562.70
396.52,664.39
